frequency_MHz,experimental_data,reference_full_data_fit,adaptive_fit_30_points,adaptive_fit_40_points,adaptive_fit_50_points,adaptive_fit_60_points,adaptive_fit_70_points,adaptive_fit_80_points,adaptive_fit_90_points
2727.0,1.0010678953049283,0.9999216587019569,1.0,0.9999749877047299,0.9999615111701088,0.9999479356669021,0.9999320199453324,0.9999217379671347,0.9999267441609747
2727.5,1.0012879577675997,0.9999204543444451,1.0,0.9999746333078575,0.9999609497172105,0.9999471699277848,0.9999310150634377,0.9999205774114183,0.9999256575102994
2728.0,1.0015080196876132,0.9999192142951535,1.0,0.999974269052874,0.9999603722994479,0.999946382280046,0.9999299814148365,0.9999193835834808,0.9999245396986385
2728.5,1.0005091380672784,0.9999179369094277,1.0,0.9999738945028267,0.9999597781997496,0.9999455717371654,0.9999289177046135,0.9999181549845294,0.9999233893220671
2729.0,0.9999564785644474,0.9999166204398597,1.0,0.9999735091940136,0.999959166656854,0.9999447372518576,0.9999278225580924,0.9999168900234048,0.999922204890134
2729.5,1.0007279665465594,0.9999152630282512,1.0,0.9999731126339121,0.9999585368618752,0.9999438777113648,0.9999266945146509,0.9999155870094184,0.9999209848191521
2730.0,1.0006178988976124,0.999913862696827,1.0,0.9999727042989124,0.9999578879545515,0.99994299193231,0.9999255320209643,0.999914244144521,0.9999197274248636
2730.5,1.0003953700719619,0.9999124173386182,1.0,0.9999722836318397,0.9999572190191386,0.9999420786550676,0.9999243334236108,0.9999128595147362,0.9999184309144153
2731.0,1.0000603804855872,0.9999109247069197,1.0,0.9999718500392369,0.9999565290799087,0.9999411365375966,0.9999230969609714,0.9999114310807757,0.9999170933775656
2731.5,0.9999503140668674,0.999909382403723,1.0,0.9999714028883863,0.9999558170962138,0.9999401641486776,0.9999218207543472,0.9999099566677428,0.9999157127770429
2732.0,1.000170375465525,0.9999077878670063,1.0,0.9999709415040351,0.9999550819570622,0.9999391599604848,0.9999205027982018,0.9999084339538271,0.9999142869379534
2732.5,1.0002779754280504,0.9999061383567535,1.0,0.9999704651647946,0.9999543224751518,0.9999381223404199,0.9999191409494324,0.9999068604578709,0.9999128135361349
2733.0,1.00038920289153,0.9999044309395503,1.0,0.9999699730991756,0.999953537380301,0.9999370495421218,0.9999177329155582,0.9999052335256786,0.9999112900853332
2733.5,0.9997240890530058,0.9999026624715954,1.0,0.9999694644812136,0.9999527253121989,0.9999359396955532,0.9999162762416968,0.9999035503149207,0.9999097139230623
2734.0,1.0000529823654616,0.9999008295799332,1.0,0.9999689384256382,0.9999518848124035,0.9999347907960581,0.9999147682961825,0.9999018077784658,0.9999080821949916
2734.5,0.9990577450707542,0.9998989286416945,1.0,0.9999683939825302,0.9999510143154865,0.9999336006922644,0.9999132062546686,0.9999000026459526,0.9999063918376839
2735.0,0.9990565132899654,0.9998969557611007,1.0,0.9999678301314011,0.9999501121392278,0.9999323670726884,0.9999115870825236,0.9998981314033787,0.9999046395594796
2735.5,0.9993854062089844,0.9998949067439511,1.0,0.999967245774628,0.9999491764737356,0.9999310874508832,0.9999099075153076,0.9998961902704702,0.999902821819298
2736.0,1.000603094481695,0.9998927770692743,1.0,0.9999666397301556,0.999948205369358,0.9999297591489447,0.9999081640370919,0.9998941751755428,0.999900934803092
2736.5,1.00115327651634,0.9998905618577799,1.0,0.999966010723377,0.9999471967232314,0.9999283792791684,0.9999063528563402,0.9998920817275361,0.9998989743976562
2737.0,1.001485793364173,0.9998882558366881,1.0,0.9999653573780781,0.9999461482642847,0.9999269447236088,0.999904469879036,0.9998899051848532,0.9998969361614409
2737.5,1.0007082252270476,0.9998858533004553,1.0,0.9999646782063315,0.9999450575364961,0.9999254521112747,0.9999025106786925,0.9998876404205821,0.9998948152919779
